Date,Open,High,Low,Close,Volume,Adj Close
2013-04-01,63.98,64.129997,63.32,63.66,1539000,61.068443
2013-03-01,63.68,66.510002,61.869999,64.029999,1562000,61.423382
2013-02-01,61.200001,66.07,60.990002,64.099998,2333500,61.490532
2013-01-02,60.349998,64.610001,59.900002,60.93,2169800,58.279282
2012-12-03,58.59,61.259998,57.529999,59.860001,1701300,57.255833
2012-11-01,59.470001,61.810001,56.040001,58.25,1929700,55.715874
2012-10-01,61.610001,65.00,60.57,61.619999,1638800,58.939262
2012-09-04,59.810001,62.240002,59.310001,61.57,2312700,58.891441
2012-08-01,52.59,61.759998,50.00,59.950001,2536600,57.341919
2012-07-02,54.259998,56.200001,49.810001,52.380001,2750900,50.101246
2012-06-01,53.41,57.009998,51.82,54.119999,2072200,51.765545
2012-05-01,65.480003,65.480003,53.509998,54.150002,2638900,51.794243
2012-04-02,62.150002,65.599998,60.700001,65.349998,1507600,62.506992
2012-03-01,58.380001,63.919998,57.619999,61.939999,2205300,59.245342
2012-02-01,58.400002,59.50,54.00,58.540001,2583500,55.993259
2012-01-03,113.839996,116.470001,56.779999,57.93,2190100,55.409798
2011-12-01,117.00,118.989998,105.169998,112.32,2020800,53.716797
2011-11-01,95.760002,120.730003,94.120003,117.980003,3187500,56.423683
2011-10-03,87.089996,102.860001,81.510002,98.449997,2475500,46.638035
2011-09-01,97.309998,106.419998,86.199997,87.839996,3541000,41.611835
2011-08-01,106.080002,106.150002,85.650002,97.660004,4787000,46.263798
2011-07-01,105.230003,108.769997,102.82,104.910004,2037900,49.698292
2011-06-01,102.400002,106.57,94.959999,105.190002,2043100,49.830933
2011-05-02,97.889999,104.00,92.809998,102.510002,2393000,48.561356
2011-04-01,96.739998,97.349998,93.349998,97.00,2115400,45.951138
2011-03-01,94.470001,96.660004,86.730003,96.360001,2202500,45.647957
2011-02-01,80.879997,95.550003,79.709999,94.410004,3107500,44.724197
2011-01-03,81.239998,84.690002,79.669998,80.50,2791900,38.134708
2010-12-01,76.279999,81.440002,76.279999,80.699997,2018700,38.22945
2010-11-01,70.370003,76.360001,69.110001,74.919998,3458700,35.491333
2010-10-01,64.010002,74.309998,62.459999,71.169998,3610500,33.380131
2010-09-01,56.830002,64.690002,56.830002,63.23,2803300,29.656116
2010-08-02,63.209999,64.290001,54.610001,56.07,4185800,26.297935
2010-07-01,55.779999,65.129997,55.389999,62.25,4075400,29.196478
2010-06-01,57.639999,60.799999,54.169998,55.73,3821800,26.138468
2010-05-03,66.099998,66.360001,56.349998,58.27,5418300,27.329779
2010-04-01,65.160004,71.290001,62.52,65.919998,4162300,30.917778
2010-03-01,60.450001,65.75,60.290001,64.870003,3011900,30.42531
2010-02-01,52.84,60.740002,52.450001,60.130001,4204400,28.202156
2010-01-04,48.689999,53.98,47.650002,52.52,4904700,24.632915
